family,group,example,description,#,confidence,basis,source
CH32V20x,USB,USBD/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBD/MSC_CD-ROM,"Simulate CDROM, need external SPI-Flash",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBD/MSC_U-Disk,"Smulates a simple USB flash drive, optionally using on-chip Flash or external SPI-Flash",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBD/SimulateCDC,Simulate a CDC serial port and use serial port 2 to send and receive.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBD/SimulateCDC-HID,"Simulate a CDC serial port, use serial port 2 to send and receive, HID interrupt endpoints to send and receive data to reverse and upload.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/CH372,"Simulates a custom USB device (CH372 device) with endpoints 1, 3 down and 2, 4 up. Data down from endpoint 1 is uploaded from endpoint 3 and not reversed, and data down from endpoint 2 is uploaded from endpoint 4 and reversed.",#,confirmed,evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/Compatibility_HID,"Simulates HID devices, with data transmitted up and down through the serial port.",#,confirmed,evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/MSC_CD-ROM,"Simulate CDROM, need external SPI-Flash",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/MSC_U-Disk,"Smulates a simple USB flash drive, optionally using on-chip Flash or external SPI-Flash",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/SimulateCDC,Simulate a CDC serial port and use serial port 2 to send and receive.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/DEVICE/SimulateCDC-HID,"Simulate a CDC serial port, use serial port 2 to send and receive, HID interrupt endpoints to send and receive data to reverse and upload.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/HOST_IAP,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/HOST_IAP/APP,"APP used with HOST_IAP, the project has modified the starting location of the program, after compilation, you need to convert the file into a bin file and rename it to APP.bin",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/HOST_IAP/HOST_IAP,"The host U disk IAP routine based on the U disk read file routine finishing, read the file with the name bit APP.bin from the U disk, write it to the internal flash, check it and jump automatically.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/HOST_KM,"The host operates the keypad, gets the data of the endpoints uploaded by the keypad and prints it, supports U-port under level 1 hub",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/HOST_MTP_FileSystem,"Enumeration process of a USB host to a device that supports MTP and PTP protocols, supports MTP and PTP protocols, and reads its files",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/Host_Udisk,USB host operation USB disk routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,USB,USBFS/Udisk_Lib,U disk file system library file,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V20x,WWDG,WWDG,Window Watchdog Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V20x_List_EN.txt
CH32V307,ADC,ADC_DMA,ADC DMA sampling routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,AnalogWatchdog,analog watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,Auto_Injection,automatic injection mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,Discontinuous_mode,discontinuous mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,DualADC_AlternateTrigger,dual ADC alternate trigger sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,DualADC_Combined_RegInjectionSimul,dual ADC combined regular + injection + simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,DualADC_FastInterleaved,dual ADC fast interleaved sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,DualADC_InjectionSimul,dual ADC injection simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,DualADC_RegSimul,dual ADC regular simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,DualADC_SlowInterleaved,dual ADC slow interleaved sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,ExtLines_Trigger,external lines trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,Internal_Temperature,internal temperature sensor routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,TIM_Trigger,TIM trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ADC,TIM_trigger,,#,confirmed,evt:tree+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ADC,Temperature_External_channel,Temperature-External channel Injection alternating inversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,APPLICATION,WS2812_LED,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,APPLICATION,WS2812_LED/WS2812_LED,SPI\PWM Operates WS2812_LED routine,#,confirmed,evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,BKP,BKP,BKP routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,CAN,Networking,"CAN routine: normal mode, standard frame and expanded frame data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,CAN,TestMode,"test mode, including silent mode, loopback mode and loopback silent mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,CAN,Time-triggered,time triggered communication mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,CRC,CRC_Calculation,CRC routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DAC_DMA,DAC DMA conversion routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DAC_Exit_9_Trig,external trigger DAC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DAC_Noise_Generation,noise waveform generation routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DAC_Normal_OUT,normal output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DAC_Timer_Trig,timer trigger DAC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DAC_Triangle_Generation,triangular waveform generation routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DualDAC_SineWave,dual DAC output sine wave routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DAC,DualDAC_Triangle,dual DAC output triangular wave routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DMA,DMA_MEM2MEM,memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DMA,DMA_MEM2PERIP,see each peripheral subroutine for memory to peripheral mode and peripheral to memory mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DVP,DVP_TFTLCD,DVP routine to operate OV2640 camera video mode to display image on LCD,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,DVP,DVP_UART,DVP routine to operate OV2640 camera JPEG mode,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,DVP ——仅适用于CH32V30x_D8C,DVP_TFTLCD,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,DVP ——仅适用于CH32V30x_D8C,DVP_UART,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH,1_Tool_Doc,ETH routine related documents and tools,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,8_UART_Server,demonstration routine of 8 UART network server,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,DHCP,DHCP demonstration routine to obtain IP automatically,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,DNS,DHCP demonstration routine to obtain IP automatically and then request domain name resolution,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,ETH_CFG,"ETH_CFG routine. Create a UDP Server to communicate with upper computer, to configure WCHNET functions, including configuring various parameters and creating a new communication.",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,ETH_Filter_Multicast,demonstrate filtering and multicast sending functions,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,ETH_IAP,ETH IAP routine,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,ETH_UART,"ETH_UART routine, to demonstrate data transparent transfer between Ethernet and UART",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,IPRaw_PING,"IP_RAW routine, to demonstrate that the TCP client receives data after connecting to the server and then sends it back",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,IoCHub,,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,IoCHub/IoCHub_Demo,"IoCHub basic routines, using AT commands to implement IoCHub's basic function demonstration on MCU",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,IoCHub/Lib,IoCHub library file,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,MQTT,"MQTT routine, to demonstrate MQTT protocol communication based on TCP/IP",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,Mail,"mail routine, to demonstrate reception and transmission of SMTP and POP3 mails",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,NetLib,Network protocol stack library file,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,TcpClient,demonstration routine that TCP client receives data after connecting to the server and then returns data,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,TcpServer,demonstration routine that TCP server receives data after connecting to the client and then returns data,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,UdpClient,demonstration routine that Udp Client receives data and returns data,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,UdpServer,demonstration routine that Udp Server receives data and returns data,#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH,WebServer,"Web Server routine, to demonstrate the configuration of WCHNET device functions through Web browser. As the WCHNET devices have built-in web server, the network parameter configuration and password management of WCHNET can be implemented on the web page.",#,confirmed,evt:tree+evt:list-en,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,1_Tool_Doc,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,8_UART_Server,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,DHCP,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,DNS,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,ETH_CFG,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,ETH_Filter_Multicast,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,ETH_IAP,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,ETH_UART,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
CH32V307,ETH ——仅适用于CH32V30x_D8C,IPRaw_PING,,#,reference,evt:list-zh,CH32V30x_List_EN.txt
